,Gene,index
1345,ETV4,1345
1346,ZNF3,1346
1347,RNF24,1347
1348,ADAMTS3,1348
1349,PTPRM,1349
1350,CCNG2,1350
1351,GRHL2,1351
1352,GABRB3,1352
1353,HEATR1,1353
1354,CCDC141,1354
1355,RNF19A,1355
1356,NLRP2,1356
1357,MRPL1,1357
1358,BMPER,1358
1359,IFI16,1359
1360,KIF11,1360
1361,ERCC-00025,1361
1362,MAD2L1,1362
1363,ERCC-00165,1363
1364,PRDM1,1364
1365,GPR125,1365
1366,CPSF3,1366
1367,FOXN2,1367
1368,TRERF1,1368
1369,MED12L,1369
1370,GPR108,1370
1371,FOXP1,1371
1372,HCFC1,1372
1373,MBIP,1373
1374,KAT7,1374
1375,ERCC-00095,1375
1376,TRIM22,1376
1377,DOK6,1377
1378,MT1X,1378
1379,LRP12,1379
1380,DTL,1380
1381,PLCB1,1381
1382,C11orf46,1382
1383,BAMBI,1383
1384,OSBPL3,1384
1385,POLB,1385
1386,CUL1,1386
1387,YTHDF3,1387
1388,SPP1,1388
1389,CDCA8,1389
1390,TGFBR1,1390
1391,FAM64A,1391
1392,GPX7,1392
1393,SFRP2,1393
1394,PPM1K,1394
1395,DMBX1,1395
1396,ACBD3,1396
1397,ADD2,1397
1398,CCNE2,1398
1399,MSANTD3-TMEFF1,1399
1400,KLHL24,1400
1401,ERCC-00113,1401
1402,EHMT2,1402
1403,ANKMY2,1403
1404,ANKRD13A,1404
1405,LEPREL1,1405
1406,CAPN2,1406
1407,WNT5A,1407
1408,USP44,1408
1409,CEP55,1409
